pc_time,ms,time_s,current_a,thrust_g,raw_line
2026-03-27T14:22:42,28506,28.506,0.687,,"28506,1899,1.531,0.687,-353329,NA"
2026-03-27T14:22:42,28646,28.646,0.684,,"28646,1899,1.530,0.684,-353371,NA"
2026-03-27T14:22:42,28746,28.746,0.682,,"28746,1899,1.530,0.682,-353412,NA"
2026-03-27T14:22:42,28846,28.846,0.682,,"28846,1899,1.530,0.682,-353535,NA"
2026-03-27T14:22:42,28946,28.946,0.682,,"28946,1899,1.530,0.682,-353546,NA"
2026-03-27T14:22:42,29066,29.066,0.681,,"29066,1898,1.530,0.681,-353571,NA"
2026-03-27T14:22:42,29206,29.206,0.683,,"29206,1899,1.530,0.683,-353462,NA"
2026-03-27T14:22:42,29306,29.306,0.681,,"29306,1898,1.530,0.681,-353445,NA"
2026-03-27T14:22:43,29406,29.406,0.683,,"29406,1899,1.530,0.683,-353535,NA"
2026-03-27T14:22:43,29506,29.506,0.679,,"29506,1898,1.530,0.679,-353588,NA"
2026-03-27T14:22:43,29626,29.626,0.678,,"29626,1898,1.530,0.678,-353566,NA"
2026-03-27T14:22:43,29766,29.766,0.674,,"29766,1898,1.530,0.674,-353533,NA"
2026-03-27T14:22:43,29866,29.866,0.671,,"29866,1898,1.530,0.671,-353543,NA"
2026-03-27T14:22:43,29986,29.986,0.674,,"29986,1898,1.530,0.674,-353431,NA"
2026-03-27T14:22:43,30126,30.126,0.674,,"30126,1898,1.530,0.674,-353464,NA"
2026-03-27T14:22:43,30226,30.226,0.671,,"30226,1898,1.530,0.671,-353464,NA"
2026-03-27T14:22:43,30326,30.326,0.669,,"30326,1898,1.530,0.669,-353464,NA"
2026-03-27T14:22:44,30426,30.426,0.665,,"30426,1898,1.530,0.665,-353501,NA"
2026-03-27T14:22:44,30546,30.546,0.664,,"30546,1898,1.530,0.664,-353482,NA"
2026-03-27T14:22:44,30686,30.686,0.666,,"30686,1898,1.530,0.666,-353398,NA"
2026-03-27T14:22:44,30786,30.786,0.666,,"30786,1898,1.530,0.666,-353411,NA"
2026-03-27T14:22:44,30886,30.886,0.667,,"30886,1898,1.530,0.667,-353452,NA"
2026-03-27T14:22:44,30986,30.986,0.668,,"30986,1898,1.530,0.668,-353427,NA"
2026-03-27T14:22:44,31106,31.106,0.672,,"31106,1898,1.530,0.672,-353520,NA"
2026-03-27T14:22:44,31246,31.246,0.673,,"31246,1898,1.530,0.673,-353514,NA"
2026-03-27T14:22:44,31346,31.346,0.673,,"31346,1898,1.530,0.673,-353455,NA"
2026-03-27T14:22:45,31446,31.446,0.677,,"31446,1898,1.530,0.677,-353462,NA"
2026-03-27T14:22:45,31546,31.546,0.68,,"31546,1898,1.530,0.680,-353488,NA"
2026-03-27T14:22:45,31686,31.686,0.677,,"31686,1898,1.530,0.677,-353427,NA"
2026-03-27T14:22:45,31806,31.806,0.676,,"31806,1898,1.530,0.676,-353441,NA"
2026-03-27T14:22:45,31906,31.906,0.678,,"31906,1898,1.530,0.678,-353458,NA"
2026-03-27T14:22:45,32026,32.026,0.676,,"32026,1898,1.530,0.676,-353461,NA"
2026-03-27T14:22:45,32166,32.166,0.674,,"32166,1898,1.530,0.674,-353587,NA"
2026-03-27T14:22:45,32266,32.266,0.671,,"32266,1898,1.530,0.671,-353582,NA"
2026-03-27T14:22:46,32366,32.366,0.669,,"32366,1898,1.530,0.669,-353557,NA"
2026-03-27T14:22:46,32466,32.466,0.667,,"32466,1898,1.530,0.667,-353590,NA"
2026-03-27T14:22:46,32586,32.586,0.668,,"32586,1898,1.530,0.668,-353556,NA"
2026-03-27T14:22:46,32726,32.726,0.67,,"32726,1898,1.530,0.670,-353592,NA"
2026-03-27T14:22:46,32826,32.826,0.668,,"32826,1898,1.530,0.668,-353528,NA"
2026-03-27T14:22:46,32926,32.926,0.667,,"32926,1898,1.530,0.667,-353555,NA"
2026-03-27T14:22:46,33026,33.026,0.665,,"33026,1898,1.530,0.665,-353570,NA"
2026-03-27T14:22:46,33146,33.146,0.664,,"33146,1898,1.530,0.664,-353582,NA"
2026-03-27T14:22:46,33286,33.286,0.664,,"33286,1898,1.530,0.664,-353534,NA"
2026-03-27T14:22:47,33386,33.386,0.665,,"33386,1898,1.530,0.665,-353669,NA"
2026-03-27T14:22:47,33486,33.486,0.668,,"33486,1898,1.530,0.668,-353459,NA"
2026-03-27T14:22:47,33586,33.586,0.67,,"33586,1898,1.530,0.670,-353540,NA"
2026-03-27T14:22:47,33726,33.726,0.67,,"33726,1898,1.530,0.670,-353451,NA"
2026-03-27T14:22:47,33846,33.846,0.668,,"33846,1898,1.530,0.668,-353555,NA"
2026-03-27T14:22:47,33946,33.946,0.668,,"33946,1898,1.530,0.668,-353454,NA"
2026-03-27T14:22:47,34066,34.066,0.666,,"34066,1898,1.530,0.666,-353336,NA"
2026-03-27T14:22:47,34206,34.206,0.669,,"34206,1898,1.530,0.669,-353408,NA"
2026-03-27T14:22:47,34306,34.306,0.669,,"34306,1898,1.530,0.669,-353322,NA"
2026-03-27T14:22:48,34406,34.406,0.672,,"34406,1898,1.530,0.672,-353343,NA"
2026-03-27T14:22:48,34506,34.506,0.671,,"34506,1898,1.530,0.671,-353490,NA"
2026-03-27T14:22:48,34626,34.626,0.67,,"34626,1898,1.530,0.670,-353457,NA"
2026-03-27T14:22:48,34766,34.766,0.672,,"34766,1898,1.530,0.672,-353470,NA"
2026-03-27T14:22:48,34866,34.866,0.673,,"34866,1898,1.530,0.673,-353548,NA"
2026-03-27T14:22:48,34966,34.966,0.669,,"34966,1898,1.530,0.669,-353516,NA"
2026-03-27T14:22:48,35066,35.066,0.67,,"35066,1898,1.530,0.670,-353555,NA"
2026-03-27T14:22:48,35186,35.186,0.672,,"35186,1898,1.530,0.672,-353558,NA"
2026-03-27T14:22:48,35326,35.326,0.671,,"35326,1898,1.530,0.671,-353510,NA"
2026-03-27T14:22:49,35426,35.426,0.672,,"35426,1898,1.530,0.672,-353544,NA"
2026-03-27T14:22:49,35546,35.546,0.669,,"35546,1898,1.530,0.669,-353562,NA"
2026-03-27T14:22:49,35686,35.686,0.669,,"35686,1898,1.530,0.669,-353561,NA"
2026-03-27T14:22:49,35786,35.786,0.669,,"35786,1898,1.530,0.669,-353520,NA"
2026-03-27T14:22:49,35886,35.886,0.666,,"35886,1898,1.530,0.666,-353540,NA"
2026-03-27T14:22:49,35986,35.986,0.667,,"35986,1898,1.530,0.667,-353607,NA"
