ms,raw,v,currentA,lc_raw,lc_grams
271432,1878,1.514,0.826,-393636,100.05
271623,1878,1.514,0.826,-393562,99.89
271880,1878,1.514,0.825,-393582,99.93
272751,1878,1.514,0.824,-393568,99.9
273005,1878,1.514,0.826,-393636,100.05
273231,1878,1.514,0.825,-393586,99.94
273450,1879,1.514,0.841,-393627,100.03
273669,1879,1.515,0.854,-393614,100.0
273864,1879,1.515,0.849,-393681,100.15
274215,1879,1.514,0.846,-393584,99.94
274438,1879,1.514,0.841,-393618,100.01
274666,1879,1.514,0.839,-393583,99.94
274858,1878,1.514,0.837,-393659,100.1
275084,1878,1.514,0.835,-393608,99.99
275314,1878,1.514,0.833,-393623,100.02
